SBY 23:36:06 [fir_miter_bmc] Removing directory '/home/praneeth/track_c/case2_fir/fir_miter_bmc'.
SBY 23:36:06 [fir_miter_bmc] Copy '/home/praneeth/track_c/case2_fir/miter_gold.v' to '/home/praneeth/track_c/case2_fir/fir_miter_bmc/src/miter_gold.v'.
SBY 23:36:06 [fir_miter_bmc] Copy '/home/praneeth/track_c/case2_fir/miter_gate.v' to '/home/praneeth/track_c/case2_fir/fir_miter_bmc/src/miter_gate.v'.
SBY 23:36:06 [fir_miter_bmc] Copy '/home/praneeth/track_c/case2_fir/fir_miter.v' to '/home/praneeth/track_c/case2_fir/fir_miter_bmc/src/fir_miter.v'.
SBY 23:36:06 [fir_miter_bmc] engine_0: smtbmc yices
SBY 23:36:06 [fir_miter_prove] Removing directory '/home/praneeth/track_c/case2_fir/fir_miter_prove'.
SBY 23:36:06 [fir_miter_prove] Copy '/home/praneeth/track_c/case2_fir/miter_gold.v' to '/home/praneeth/track_c/case2_fir/fir_miter_prove/src/miter_gold.v'.
SBY 23:36:06 [fir_miter_prove] Copy '/home/praneeth/track_c/case2_fir/miter_gate.v' to '/home/praneeth/track_c/case2_fir/fir_miter_prove/src/miter_gate.v'.
SBY 23:36:06 [fir_miter_prove] Copy '/home/praneeth/track_c/case2_fir/fir_miter.v' to '/home/praneeth/track_c/case2_fir/fir_miter_prove/src/fir_miter.v'.
SBY 23:36:06 [fir_miter_prove] engine_0: smtbmc yices
SBY 23:36:06 [fir_miter_bmc] base: starting process "cd fir_miter_bmc/src; yosys -ql ../model/design.log ../model/design.ys"
SBY 23:36:06 [fir_miter_prove] base: starting process "cd fir_miter_prove/src; yosys -ql ../model/design.log ../model/design.ys"
SBY 23:36:06 [fir_miter_bmc] base: Warning: Replacing memory \c with list of registers. See miter_gate.v:19
SBY 23:36:24 [fir_miter_bmc] engine_0: ##   0:00:18  Checking assumptions in step 22..
SBY 23:36:24 [fir_miter_prove] engine_0.basecase: ##   0:00:18  Checking assumptions in step 22..
SBY 23:36:24 [fir_miter_bmc] engine_0: ##   0:00:18  Checking assertions in step 22..
SBY 23:36:24 [fir_miter_prove] engine_0.basecase: ##   0:00:18  Checking assertions in step 22..
SBY 23:36:26 [fir_miter_prove] engine_0.basecase: ##   0:00:19  Checking assumptions in step 23..
SBY 23:36:26 [fir_miter_bmc] engine_0: ##   0:00:19  Checking assumptions in step 23..
SBY 23:36:26 [fir_miter_prove] engine_0.basecase: ##   0:00:19  Checking assertions in step 23..
SBY 23:36:26 [fir_miter_bmc] engine_0: ##   0:00:19  Checking assertions in step 23..
SBY 23:36:27 [fir_miter_prove] engine_0.basecase: ##   0:00:20  Checking assumptions in step 24..
SBY 23:36:27 [fir_miter_bmc] engine_0: ##   0:00:20  Checking assumptions in step 24..
SBY 23:36:27 [fir_miter_prove] engine_0.basecase: ##   0:00:20  Checking assertions in step 24..
SBY 23:36:27 [fir_miter_bmc] engine_0: ##   0:00:20  Checking assertions in step 24..
SBY 23:36:28 [fir_miter_prove] engine_0.basecase: ##   0:00:21  Checking assumptions in step 25..
SBY 23:36:28 [fir_miter_bmc] engine_0: ##   0:00:21  Checking assumptions in step 25..
SBY 23:36:28 [fir_miter_prove] engine_0.basecase: ##   0:00:21  Checking assertions in step 25..
SBY 23:36:28 [fir_miter_bmc] engine_0: ##   0:00:21  Checking assertions in step 25..
SBY 23:36:29 [fir_miter_prove] engine_0.basecase: ##   0:00:23  Checking assumptions in step 26..
SBY 23:36:29 [fir_miter_bmc] engine_0: ##   0:00:23  Checking assumptions in step 26..
SBY 23:36:29 [fir_miter_prove] engine_0.basecase: ##   0:00:23  Checking assertions in step 26..
SBY 23:36:29 [fir_miter_bmc] engine_0: ##   0:00:23  Checking assertions in step 26..
SBY 23:36:30 [fir_miter_prove] engine_0.basecase: ##   0:00:24  Checking assumptions in step 27..
SBY 23:36:30 [fir_miter_bmc] engine_0: ##   0:00:24  Checking assumptions in step 27..
SBY 23:36:30 [fir_miter_prove] engine_0.basecase: ##   0:00:24  Checking assertions in step 27..
SBY 23:36:30 [fir_miter_bmc] engine_0: ##   0:00:24  Checking assertions in step 27..
SBY 23:36:32 [fir_miter_prove] engine_0.basecase: ##   0:00:25  Checking assumptions in step 28..
SBY 23:36:32 [fir_miter_bmc] engine_0: ##   0:00:25  Checking assumptions in step 28..
SBY 23:36:32 [fir_miter_prove] engine_0.basecase: ##   0:00:25  Checking assertions in step 28..
SBY 23:36:32 [fir_miter_bmc] engine_0: ##   0:00:25  Checking assertions in step 28..
SBY 23:36:33 [fir_miter_prove] engine_0.basecase: ##   0:00:26  Checking assumptions in step 29..
SBY 23:36:33 [fir_miter_bmc] engine_0: ##   0:00:26  Checking assumptions in step 29..
SBY 23:36:33 [fir_miter_prove] engine_0.basecase: ##   0:00:26  Checking assertions in step 29..
SBY 23:36:33 [fir_miter_bmc] engine_0: ##   0:00:26  Checking assertions in step 29..
SBY 23:36:34 [fir_miter_prove] engine_0.basecase: ##   0:00:28  Checking assumptions in step 30..
SBY 23:36:34 [fir_miter_bmc] engine_0: ##   0:00:28  Checking assumptions in step 30..
SBY 23:36:34 [fir_miter_prove] engine_0.basecase: ##   0:00:28  Checking assertions in step 30..
SBY 23:36:34 [fir_miter_bmc] engine_0: ##   0:00:28  Checking assertions in step 30..
SBY 23:36:35 [fir_miter_bmc] engine_0: ##   0:00:29  Checking assumptions in step 31..
SBY 23:36:35 [fir_miter_prove] engine_0.basecase: ##   0:00:29  Checking assumptions in step 31..
SBY 23:36:35 [fir_miter_bmc] engine_0: ##   0:00:29  Checking assertions in step 31..
SBY 23:36:35 [fir_miter_prove] engine_0.basecase: ##   0:00:29  Checking assertions in step 31..
SBY 23:36:37 [fir_miter_prove] engine_0.basecase: ##   0:00:30  Checking assumptions in step 32..
SBY 23:36:37 [fir_miter_bmc] engine_0: ##   0:00:30  Checking assumptions in step 32..
